preliminary matches,2003-2019,11,9,9,0,2,1.000,3516,120,4562,29.30,4.62,,57312
overall,1973-1983,2,2,2,0,0,1.000,943,27,1310,34.92,4.31,Profile,57347
England,1973-1973,1,1,0,0,0,-,159,3,273,53.00,3.49,,57347
New Zealand,1973-1973,1,0,1,0,0,0.000,158,10,317,15.80,2.99,,57347
Pakistan,1983-1983,1,1,0,0,0,-,338,5,360,67.60,5.63,,57347
Sri Lanka,1983-1983,1,0,1,0,0,0.000,288,9,360,32.00,4.80,,57347
,57347
home,1973-1973,1,1,0,0,0,-,159,3,273,53.00,3.49,,57347
away,1973-1973,1,0,1,0,0,0.000,158,10,317,15.80,2.99,,57347
neutral,1983-1983,1,1,1,0,0,1.000,626,14,720,44.71,5.21,,57347
,57347
1970s,1973-1973,1,1,1,0,0,1.000,317,13,590,24.38,3.22,,57347
1980s,1983-1983,1,1,1,0,0,1.000,626,14,720,44.71,5.21,,57347
,57347
won the toss,1973-1983,2,0,2,0,0,0.000,446,19,677,23.47,3.95,,57347
lost the toss,1973-1983,2,2,0,0,0,-,497,8,633,62.12,4.71,,57347
,57347
won toss & batted,1973-1973,1,0,1,0,0,0.000,158,10,317,15.80,2.99,,57347
won toss & fielded,1983-1983,1,0,1,0,0,0.000,288,9,360,32.00,4.80,,57347
lost toss & sent in,1983-1983,1,1,0,0,0,-,338,5,360,67.60,5.63,,57347
lost toss & fielded,1973-1973,1,1,0,0,0,-,159,3,273,53.00,3.49,,57347
,57347
matches batting first,1973-1983,2,1,1,0,0,1.000,496,15,677,33.06,4.39,,57347
matches fielding first,1973-1983,2,1,1,0,0,1.000,447,12,633,37.25,4.23,,57347
,57347
1st match innings,1973-1983,2,1,1,0,0,1.000,496,15,677,33.06,4.39,,57347
2nd match innings,1973-1983,2,1,1,0,0,1.000,447,12,633,37.25,4.23,,57347
,57347
won match,1973-1983,2,2,0,0,0,-,497,8,633,62.12,4.71,,57347
lost match,1973-1983,2,0,2,0,0,0.000,446,19,677,23.47,3.95,,57347
,57347
won batting first,1983-1983,1,1,0,0,0,-,338,5,360,67.60,5.63,,57347
won fielding first,1973-1973,1,1,0,0,0,-,159,3,273,53.00,3.49,,57347
lost batting first,1973-1973,1,0,1,0,0,0.000,158,10,317,15.80,2.99,,57347
lost fielding first,1983-1983,1,0,1,0,0,0.000,288,9,360,32.00,4.80,,57347
,57347
2 team series,1973-1973,1,1,1,0,0,1.000,317,13,590,24.38,3.22,,57347
5+ team tournaments,1983-1983,1,1,1,0,0,1.000,626,14,720,44.71,5.21,,57347
,57347
1st match in series,1973-1973,1,1,1,0,0,1.000,317,13,590,24.38,3.22,,57347
,57347
World Cup,1983-1983,1,1,1,0,0,1.000,626,14,720,44.71,5.21,,57347
overall,1983-2019,6,6,6,0,0,1.000,3229,91,3366,35.48,5.75,Profile,57351
Afghanistan,2019-2019,1,0,1,0,0,0.000,172,10,247,17.20,4.17,,57351
Australia,2019-2019,1,1,0,0,0,-,307,10,294,30.70,6.26,,57351
Bangladesh,2019-2019,1,1,0,0,0,-,322,3,249,107.33,7.75,,57351
England,1983-1983,1,1,0,0,0,-,333,9,360,37.00,5.55,,57351
India,1999-1999,1,1,0,0,0,-,373,6,300,62.16,7.46,,57351
Kenya,1999-1999,1,0,1,0,0,0.000,229,7,300,32.71,4.58,,57351
New Zealand,2019-2019,1,1,0,0,0,-,173,3,193,57.66,5.37,,57351
Pakistan,2019-2019,1,0,1,0,0,0.000,266,10,274,26.60,5.82,,57351
Sri Lanka,1983-1999,2,0,2,0,0,0.000,502,20,603,25.10,4.99,,57351
West Indies,2019-2019,1,0,1,0,0,0.000,321,8,300,40.12,6.42,,57351
Zimbabwe,1999-1999,1,1,0,0,0,-,231,5,246,46.20,5.63,,57351
,57351
home,1983-1983,1,1,0,0,0,-,333,9,360,37.00,5.55,,57351
away,1983-1983,1,0,1,0,0,0.000,286,10,348,28.60,4.93,,57351
neutral,1999-2019,5,5,5,0,0,1.000,2610,72,2658,36.25,5.89,,57351
,57351
1980s,1983-1983,1,1,1,0,0,1.000,619,19,708,32.57,5.24,,57351
1990s,1999-1999,2,2,2,0,0,1.000,1049,28,1101,37.46,5.71,,57351
2010s,2019-2019,3,3,3,0,0,1.000,1561,44,1557,35.47,6.01,,57351
,57351
won the toss,1983-2019,6,4,2,0,0,2.000,1541,40,1577,38.52,5.86,,57351
lost the toss,1983-2019,6,2,4,0,0,0.500,1688,51,1789,33.09,5.66,,57351
,57351
won toss & batted,1983-1983,1,1,0,0,0,-,333,9,360,37.00,5.55,,57351
won toss & fielded,1999-2019,5,3,2,0,0,1.500,1208,31,1217,38.96,5.95,,57351
lost toss & sent in,1999-2019,5,2,3,0,0,0.666,1402,41,1441,34.19,5.83,,57351
lost toss & fielded,1983-1983,1,0,1,0,0,0.000,286,10,348,28.60,4.93,,57351
,57351
matches batting first,1983-2019,6,3,3,0,0,1.000,1735,50,1801,34.70,5.78,,57351
matches fielding first,1983-2019,6,3,3,0,0,1.000,1494,41,1565,36.43,5.72,,57351
,57351
1st match innings,1983-2019,6,3,3,0,0,1.000,1735,50,1801,34.70,5.78,,57351
2nd match innings,1983-2019,6,3,3,0,0,1.000,1494,41,1565,36.43,5.72,,57351
,57351
day match,1983-2019,5,5,5,0,0,1.000,2884,78,2926,36.97,5.91,,57351
day/night match,2019-2019,1,1,1,0,0,1.000,345,13,440,26.53,4.70,,57351
,57351
won match,1983-2019,6,6,0,0,0,-,1739,36,1642,48.30,6.35,,57351
lost match,1983-2019,6,0,6,0,0,0.000,1490,55,1724,27.09,5.18,,57351
,57351
won batting first,1983-2019,3,3,0,0,0,-,1013,25,954,40.52,6.37,,57351
won fielding first,1999-2019,3,3,0,0,0,-,726,11,688,66.00,6.33,,57351
lost batting first,1999-2019,3,0,3,0,0,0.000,722,25,847,28.88,5.11,,57351
lost fielding first,1983-2019,3,0,3,0,0,0.000,768,30,877,25.60,5.25,,57351
,57351
World Cup,1983-2019,6,6,6,0,0,1.000,3229,91,3366,35.48,5.75,,57351
overall,1983-1999,3,3,3,0,0,1.000,1193,35,1796,34.08,3.98,Profile,57424
Australia,1999-1999,1,1,0,0,0,-,182,4,269,45.50,4.05,,57424
Scotland,1999-1999,1,0,1,0,0,0.000,181,7,300,25.85,3.62,,57424
Sri Lanka,1999-1999,1,1,0,0,0,-,198,6,276,33.00,4.30,,57424
West Indies,1983-1983,1,1,0,0,0,-,218,2,291,109.00,4.49,,57424
Zimbabwe,1983-1999,2,0,2,0,0,0.000,414,16,660,25.87,3.76,,57424
,57424
neutral,1983-1999,3,3,3,0,0,1.000,1193,35,1796,34.08,3.98,,57424
,57424
1980s,1983-1983,1,1,1,0,0,1.000,435,9,651,48.33,4.00,,57424
1990s,1999-1999,2,2,2,0,0,1.000,758,26,1145,29.15,3.97,,57424
,57424
won the toss,1983-1999,3,3,0,0,0,-,598,12,836,49.83,4.29,,57424
lost the toss,1983-1999,3,0,3,0,0,0.000,595,23,960,25.86,3.71,,57424
,57424
won toss & fielded,1983-1999,3,3,0,0,0,-,598,12,836,49.83,4.29,,57424
lost toss & sent in,1983-1999,3,0,3,0,0,0.000,595,23,960,25.86,3.71,,57424
,57424
matches batting first,1983-1999,3,0,3,0,0,0.000,595,23,960,25.86,3.71,,57424
matches fielding first,1983-1999,3,3,0,0,0,-,598,12,836,49.83,4.29,,57424
,57424
1st match innings,1983-1999,3,0,3,0,0,0.000,595,23,960,25.86,3.71,,57424
2nd match innings,1983-1999,3,3,0,0,0,-,598,12,836,49.83,4.29,,57424
,57424
won match,1983-1999,3,3,0,0,0,-,598,12,836,49.83,4.29,,57424
lost match,1983-1999,3,0,3,0,0,0.000,595,23,960,25.86,3.71,,57424
,57424
won fielding first,1983-1999,3,3,0,0,0,-,598,12,836,49.83,4.29,,57424
lost batting first,1983-1999,3,0,3,0,0,0.000,595,23,960,25.86,3.71,,57424
,57424
World Cup,1983-1999,3,3,3,0,0,1.000,1193,35,1796,34.08,3.98,,57424
overall,1984-2014,23,23,23,0,0,1.000,10569,323,12749,32.72,4.97,Profile,57851
Australia,1984-2011,5,3,2,0,0,1.500,1125,32,1424,35.15,4.74,,57851
England,1996-2006,2,1,1,0,0,1.000,504,16,591,31.50,5.11,,57851
India,1984-2014,15,7,8,0,0,0.875,3623,108,4160,33.54,5.22,,57851
New Zealand,1996-2011,2,2,0,0,0,-,405,6,501,67.50,4.85,,57851
Pakistan,2005-2005,1,1,0,0,0,-,319,7,288,45.57,6.64,,57851
South Africa,2006-2010,2,2,0,0,0,-,584,11,600,53.09,5.84,,57851
Sri Lanka,1989-2014,5,2,3,0,0,0.666,1207,40,1419,30.17,5.10,,57851
West Indies,1988-2011,7,5,2,0,0,2.500,1568,38,1875,41.26,5.01,,57851
Zimbabwe,1987-2011,7,0,7,0,0,0.000,1234,65,1891,18.98,3.91,,57851
,57851
home,1984-2014,15,7,8,0,0,0.875,3623,108,4160,33.54,5.22,,57851
away,1984-2014,15,8,7,0,0,1.142,3718,99,4385,37.55,5.08,,57851
neutral,1996-2011,8,8,8,0,0,1.000,3228,116,4204,27.82,4.60,,57851
,57851
1980s,1984-1989,5,5,5,0,0,1.000,1973,76,2827,25.96,4.18,,57851
1990s,1993-1998,3,3,3,0,0,1.000,1260,49,1670,25.71,4.52,,57851
2000s,2000-2006,9,9,9,0,0,1.000,4361,122,4894,35.74,5.34,,57851
2010s,2010-2014,6,6,6,0,0,1.000,2975,76,3358,39.14,5.31,,57851
,57851
won the toss,1984-2014,23,13,10,0,0,1.300,5506,157,6534,35.07,5.05,,57851
lost the toss,1984-2014,23,10,13,0,0,0.769,5063,166,6215,30.50,4.88,,57851
,57851
won toss & batted,1986-2014,14,8,6,0,0,1.333,3460,96,4033,36.04,5.14,,57851
won toss & fielded,1984-2011,9,5,4,0,0,1.250,2046,61,2501,33.54,4.90,,57851
lost toss & sent in,1984-2011,9,4,5,0,0,0.800,2143,64,2667,33.48,4.82,,57851
lost toss & fielded,1986-2014,14,6,8,0,0,0.750,2920,102,3548,28.62,4.93,,57851
,57851
matches batting first,1984-2014,23,12,11,0,0,1.090,5603,160,6700,35.01,5.01,,57851
matches fielding first,1984-2014,23,11,12,0,0,0.916,4966,163,6049,30.46,4.92,,57851
,57851
1st match innings,1984-2014,23,12,11,0,0,1.090,5603,160,6700,35.01,5.01,,57851
2nd match innings,1984-2014,23,11,12,0,0,0.916,4966,163,6049,30.46,4.92,,57851
,57851
day match,1984-2011,11,11,11,0,0,1.000,4746,161,6152,29.47,4.62,,57851
day/night match,2002-2014,12,12,12,0,0,1.000,5823,162,6597,35.94,5.29,,57851
,57851
won match,1984-2014,23,23,0,0,0,-,5632,129,6381,43.65,5.29,,57851
lost match,1984-2014,23,0,23,0,0,0.000,4937,194,6368,25.44,4.65,,57851
,57851
won batting first,1986-2011,12,12,0,0,0,-,3006,82,3577,36.65,5.04,,57851
won fielding first,1984-2014,11,11,0,0,0,-,2626,47,2804,55.87,5.61,,57851
lost batting first,1984-2014,11,0,11,0,0,0.000,2597,78,3123,33.29,4.98,,57851
lost fielding first,1986-2011,12,0,12,0,0,0.000,2340,116,3245,20.17,4.32,,57851
,57851
2 team series,1984-2014,10,10,10,0,0,1.000,5238,135,5740,38.80,5.47,,57851
3-4 team tournaments,1998-1998,1,1,1,0,0,1.000,491,17,599,28.88,4.91,,57851
5+ team tournaments,1987-2011,12,12,12,0,0,1.000,4840,171,6410,28.30,4.53,,57851
,57851
only match in series,1988-1988,1,1,1,0,0,1.000,390,19,591,20.52,3.95,,57851
2nd match in series,2000-2014,2,2,2,0,0,1.000,1100,25,1167,44.00,5.65,,57851
3rd match in series,2010-2011,2,2,2,0,0,1.000,1144,27,1148,42.37,5.97,,57851
4th match in series,1984-2005,3,3,3,0,0,1.000,1699,31,1701,54.80,5.99,,57851
5th match in series,1986-2005,2,2,2,0,0,1.000,905,33,1133,27.42,4.79,,57851
,57851
World Cup,1987-2011,5,5,5,0,0,1.000,2134,62,2795,34.41,4.58,,57851
ICC Champions Trophy,2006-2006,5,5,5,0,0,1.000,1956,74,2546,26.43,4.60,,57851
,57851
tournament quarter-finals,2011-2011,1,1,1,0,0,1.000,521,11,586,47.36,5.33,,57851
preliminary matches,1987-2011,12,12,12,0,0,1.000,4810,177,6423,27.17,4.49,,57851
overall,1982-1995,2,2,2,0,0,1.000,751,29,1079,25.89,4.17,Profile,57871
India,1982-1995,2,2,0,0,0,-,415,11,538,37.72,4.62,,57871
New Zealand,1995-1995,1,0,1,0,0,0.000,145,10,265,14.50,3.28,,57871
Sri Lanka,1982-1982,1,0,1,0,0,0.000,191,8,276,23.87,4.15,,57871
,57871
home,1982-1995,2,2,0,0,0,-,415,11,538,37.72,4.62,,57871
away,1982-1995,2,0,2,0,0,0.000,336,18,541,18.66,3.72,,57871
,57871
1980s,1982-1982,1,1,1,0,0,1.000,460,15,552,30.66,5.00,,57871
1990s,1995-1995,1,1,1,0,0,1.000,291,14,527,20.78,3.31,,57871
,57871
won the toss,1982-1995,2,1,1,0,0,1.000,337,12,538,28.08,3.75,,57871
lost the toss,1982-1995,2,1,1,0,0,1.000,414,17,541,24.35,4.59,,57871
,57871
won toss & fielded,1982-1995,2,1,1,0,0,1.000,337,12,538,28.08,3.75,,57871
lost toss & sent in,1982-1995,2,1,1,0,0,1.000,414,17,541,24.35,4.59,,57871
,57871
matches batting first,1982-1995,2,1,1,0,0,1.000,414,17,541,24.35,4.59,,57871
matches fielding first,1982-1995,2,1,1,0,0,1.000,337,12,538,28.08,3.75,,57871
,57871
1st match innings,1982-1995,2,1,1,0,0,1.000,414,17,541,24.35,4.59,,57871
2nd match innings,1982-1995,2,1,1,0,0,1.000,337,12,538,28.08,3.75,,57871
,57871
won match,1982-1995,2,2,0,0,0,-,415,11,538,37.72,4.62,,57871
lost match,1982-1995,2,0,2,0,0,0.000,336,18,541,18.66,3.72,,57871
,57871
won batting first,1982-1982,1,1,0,0,0,-,269,7,276,38.42,5.84,,57871
won fielding first,1995-1995,1,1,0,0,0,-,146,4,262,36.50,3.34,,57871
lost batting first,1995-1995,1,0,1,0,0,0.000,145,10,265,14.50,3.28,,57871
lost fielding first,1982-1982,1,0,1,0,0,0.000,191,8,276,23.87,4.15,,57871
,57871
1st match in series,1982-1982,1,1,1,0,0,1.000,460,15,552,30.66,5.00,,57871
2nd match in series,1995-1995,1,1,1,0,0,1.000,291,14,527,20.78,3.31,,57871
overall,1982-2017,25,22,22,1,2,1.000,12140,347,13173,34.98,5.52,Profile,57897
Africa XI,2007-2007,1,0,1,0,0,0.000,283,10,287,28.30,5.91,,57897
Asia XI,2007-2007,1,1,0,0,0,-,317,9,300,35.22,6.34,,57897
Australia,1989-2017,9,4,4,0,1,1.000,2567,58,2541,44.25,6.06,,57897
Canada,2011-2011,1,0,1,0,0,0.000,211,10,274,21.10,4.62,,57897
England,1985-2011,5,2,2,1,0,1.000,1267,40,1284,31.67,5.92,,57897
India,1982-2017,20,13,5,1,1,2.600,4738,129,5157,36.72,5.51,,57897
Ireland,2011-2011,2,1,1,0,0,1.000,536,17,582,31.52,5.52,,57897
Kenya,1998-2011,2,0,2,0,0,0.000,487,15,600,32.46,4.87,,57897
New Zealand,1987-2010,3,0,3,0,0,0.000,771,24,900,32.12,5.14,,57897
Pakistan,1996-1999,2,1,1,0,0,1.000,539,17,594,31.70,5.44,,57897
South Africa,1993-2005,2,0,1,0,1,0.000,191,10,354,19.10,3.23,,57897
Sri Lanka,1982-1982,1,0,1,0,0,0.000,233,8,300,29.12,4.66,,57897
Zimbabwe,1993-1993,1,0,0,0,1,0.000,0,0,0,-,-,,57897
,57897
home,1982-2017,20,13,5,1,1,2.600,4738,129,5157,36.72,5.51,,57897
away,1982-2017,20,5,13,1,1,0.384,5113,158,5697,32.36,5.38,,57897
neutral,1993-2011,5,4,4,0,1,1.000,2289,60,2319,38.15,5.92,,57897
,57897
1980s,1982-1989,4,4,4,0,0,1.000,1862,55,2265,33.85,4.93,,57897
1990s,1993-1999,7,6,6,0,1,1.000,2723,96,3463,28.36,4.71,,57897
2000s,2001-2008,6,5,5,0,1,1.000,2803,82,2841,34.18,5.91,,57897
2010s,2010-2017,8,7,7,1,0,1.000,4752,114,4604,41.68,6.19,,57897
,57897
won the toss,1982-2017,25,12,10,1,2,1.200,6355,178,6760,35.70,5.64,,57897
lost the toss,1982-2017,25,10,12,1,2,0.833,5785,169,6413,34.23,5.41,,57897
,57897
won toss & batted,1982-2017,15,7,6,1,1,1.166,4313,115,4472,37.50,5.78,,57897
won toss & fielded,1985-2013,10,5,4,0,1,1.250,2042,63,2288,32.41,5.35,,57897
lost toss & sent in,1985-2013,10,4,5,0,1,0.800,2160,68,2531,31.76,5.12,,57897
lost toss & fielded,1982-2017,15,6,7,1,1,0.857,3625,101,3882,35.89,5.60,,57897
,57897
matches batting first,1982-2017,25,11,11,1,2,1.000,6473,183,7003,35.37,5.54,,57897
matches fielding first,1982-2017,25,11,11,1,2,1.000,5667,164,6170,34.55,5.51,,57897
,57897
1st match innings,1982-2017,25,11,11,1,2,1.000,6473,183,7003,35.37,5.54,,57897
2nd match innings,1982-2017,24,11,11,1,1,1.000,5667,164,6170,34.55,5.51,,57897
,57897
day match,1982-1993,6,5,5,0,1,1.000,2272,75,2851,30.29,4.78,,57897
day/night match,1996-2017,19,17,17,1,1,1.000,9868,272,10322,36.27,5.73,,57897
,57897
won match,1982-2017,22,22,0,0,0,-,5827,132,6019,44.14,5.80,,57897
lost match,1982-2017,22,0,22,0,0,0.000,5299,188,6185,28.18,5.14,,57897
tied match,2011-2011,1,0,0,1,0,0.000,676,18,599,37.55,6.77,,57897
no result,1993-2007,2,0,0,0,2,0.000,338,9,370,37.55,5.48,,57897
,57897
won batting first,1987-2017,11,11,0,0,0,-,3234,74,3113,43.70,6.23,,57897
won fielding first,1982-2011,11,11,0,0,0,-,2593,58,2906,44.70,5.35,,57897
lost batting first,1982-2011,11,0,11,0,0,0.000,2572,91,3237,28.26,4.76,,57897
lost fielding first,1987-2017,11,0,11,0,0,0.000,2727,97,2948,28.11,5.55,,57897
tied batting first,2011-2011,1,0,0,1,0,0.000,338,10,299,33.80,6.78,,57897
tied fielding first,2011-2011,1,0,0,1,0,0.000,338,8,300,42.25,6.76,,57897
no result batting first,1993-2007,2,0,0,0,2,0.000,329,8,354,41.12,5.57,,57897
no result fielding first,1993-2007,2,0,0,0,2,0.000,9,1,16,9.00,3.37,,57897
,57897
2 team series,1982-2017,11,10,10,0,1,1.000,5428,157,5619,34.57,5.79,,57897
3-4 team tournaments,1996-2003,5,5,5,0,0,1.000,2411,69,2883,34.94,5.01,,57897
5+ team tournaments,1987-2011,9,7,7,1,1,1.000,4301,121,4671,35.54,5.52,,57897
,57897
1st match in series,2001-2007,3,2,2,0,1,1.000,1486,47,1463,31.61,6.09,,57897
2nd match in series,2005-2005,1,1,1,0,0,1.000,340,13,514,26.15,3.96,,57897
3rd match in series,1982-1985,2,2,2,0,0,1.000,878,25,1082,35.12,4.86,,57897
4th match in series,1993-2017,4,4,4,0,0,1.000,2015,56,1989,35.98,6.07,,57897
7th match in series,2013-2013,1,1,1,0,0,1.000,709,16,571,44.31,7.45,,57897
,57897
World Cup,1987-2011,7,6,6,1,0,1.000,3783,105,4034,36.02,5.62,,57897
,57897
tournament finals,1999-1999,1,1,1,0,0,1.000,459,18,553,25.50,4.98,,57897
tournament quarter-finals,1996-1996,1,1,1,0,0,1.000,535,17,594,31.47,5.40,,57897
preliminary matches,1987-2011,12,10,10,1,1,1.000,5718,155,6407,36.89,5.35,,57897
overall,1987-2017,30,29,29,0,1,1.000,13688,433,16053,31.61,5.11,Profile,57980
Australia,1987-2017,3,2,1,0,0,2.000,690,20,859,34.50,4.81,,57980
Bangladesh,1990-1990,1,0,1,0,0,0.000,178,9,270,19.77,3.95,,57980
England,1987-2017,4,1,3,0,0,0.333,1002,36,1086,27.83,5.53,,57980
India,1987-2017,21,12,8,0,1,1.500,4740,144,5480,32.91,5.18,,57980
Ireland,2011-2011,2,1,1,0,0,1.000,448,14,486,32.00,5.53,,57980
Kenya,1998-2011,2,0,2,0,0,0.000,343,20,495,17.15,4.15,,57980
Netherlands,2011-2011,1,0,1,0,0,0.000,306,10,300,30.60,6.12,,57980
New Zealand,1987-1987,1,1,0,0,0,-,228,6,286,38.00,4.78,,57980
Pakistan,1987-2013,6,5,1,0,0,5.000,1564,45,1680,34.75,5.58,,57980
South Africa,1991-2011,4,2,2,0,0,1.000,831,24,1097,34.62,4.54,,57980
Sri Lanka,1990-2014,8,3,4,0,1,0.750,1869,56,2107,33.37,5.32,,57980
West Indies,1988-1994,5,1,4,0,0,0.250,954,38,1307,25.10,4.37,,57980
Zimbabwe,1987-2011,2,1,1,0,0,1.000,535,11,600,48.63,5.35,,57980
,57980
home,1987-2017,21,12,8,0,1,1.500,4740,144,5480,32.91,5.18,,57980
away,1987-2017,21,8,12,0,1,0.666,4625,165,5538,28.03,5.01,,57980
neutral,1987-2011,9,9,9,0,0,1.000,4323,124,5035,34.86,5.15,,57980
,57980
1980s,1987-1989,6,6,6,0,0,1.000,2852,83,3338,34.36,5.12,,57980
1990s,1990-1998,10,10,10,0,0,1.000,4078,148,5396,27.55,4.53,,57980
2000s,2002-2009,6,5,5,0,1,1.000,2669,65,2898,41.06,5.52,,57980
2010s,2011-2017,8,8,8,0,0,1.000,4089,137,4421,29.84,5.54,,57980
,57980
won the toss,1987-2017,30,17,12,0,1,1.416,6767,205,7864,33.00,5.16,,57980
lost the toss,1987-2017,30,12,17,0,1,0.705,6921,228,8189,30.35,5.07,,57980
,57980
won toss & batted,1987-2017,14,10,4,0,0,2.500,3784,97,4117,39.01,5.51,,57980
won toss & fielded,1987-2017,16,7,8,0,1,0.875,2983,108,3747,27.62,4.77,,57980
lost toss & sent in,1987-2017,16,8,7,0,1,1.142,3773,118,4468,31.97,5.06,,57980
lost toss & fielded,1987-2017,14,4,10,0,0,0.400,3148,110,3721,28.61,5.07,,57980
,57980
matches batting first,1987-2017,30,18,11,0,1,1.636,7557,215,8585,35.14,5.28,,57980
matches fielding first,1987-2017,30,11,18,0,1,0.611,6131,218,7468,28.12,4.92,,57980
,57980
1st match innings,1987-2017,30,18,11,0,1,1.636,7557,215,8585,35.14,5.28,,57980
2nd match innings,1987-2017,29,11,18,0,0,0.611,6131,218,7468,28.12,4.92,,57980
,57980
day match,1987-2011,11,11,11,0,0,1.000,5111,153,6029,33.40,5.08,,57980
day/night match,1993-2017,19,18,18,0,1,1.000,8577,280,10024,30.63,5.13,,57980
,57980
won match,1987-2017,29,29,0,0,0,-,7473,176,8193,42.46,5.47,,57980
lost match,1987-2017,29,0,29,0,0,0.000,6113,254,7750,24.06,4.73,,57980
no result,2007-2007,1,0,0,0,1,0.000,102,3,110,34.00,5.56,,57980
,57980
won batting first,1987-2017,18,18,0,0,0,-,4851,131,5329,37.03,5.46,,57980
won fielding first,1987-2011,11,11,0,0,0,-,2622,45,2864,58.26,5.49,,57980
lost batting first,1987-2011,11,0,11,0,0,0.000,2604,81,3146,32.14,4.96,,57980
lost fielding first,1987-2017,18,0,18,0,0,0.000,3509,173,4604,20.28,4.57,,57980
no result batting first,2007-2007,1,0,0,0,1,0.000,102,3,110,34.00,5.56,,57980
no result fielding first,2007-2007,1,0,0,0,1,0.000,0,0,0,-,-,,57980
,57980
2 team series,1987-2017,13,12,12,0,1,1.000,6066,186,6690,32.61,5.44,,57980
3-4 team tournaments,1990-2003,6,6,6,0,0,1.000,2671,87,3224,30.70,4.97,,57980
5+ team tournaments,1987-2011,11,11,11,0,0,1.000,4951,160,6139,30.94,4.83,,57980
,57980
only match in series,2004-2004,1,1,1,0,0,1.000,585,10,594,58.50,5.90,,57980
1st match in series,1991-2007,3,2,2,0,1,1.000,997,36,1200,27.69,4.98,,57980
2nd match in series,1987-2017,3,3,3,0,0,1.000,1348,54,1615,24.96,5.00,,57980
3rd match in series,1988-2017,2,2,2,0,0,1.000,1025,34,1121,30.14,5.48,,57980
4th match in series,2005-2014,3,3,3,0,0,1.000,1664,34,1638,48.94,6.09,,57980
5th match in series,2011-2011,1,1,1,0,0,1.000,447,18,522,24.83,5.13,,57980
,57980
World Cup,1987-2011,6,6,6,0,0,1.000,2806,87,3293,32.25,5.11,,57980
Asia Cup,1990-1991,2,2,2,0,0,1.000,836,25,1063,33.44,4.71,,57980
,57980
tournament finals,1987-2003,8,8,8,0,0,1.000,3641,115,4424,31.66,4.93,,57980
tournament semi-finals,1993-1996,3,3,3,0,0,1.000,1137,44,1656,25.84,4.11,,57980
preliminary matches,1987-2011,6,6,6,0,0,1.000,2844,88,3283,32.31,5.19,,57980
overall,1993-2019,25,25,25,0,0,1.000,12627,384,14180,32.88,5.34,Profile,57991
Australia,1996-2019,7,6,1,0,0,6.000,1896,53,2049,35.77,5.55,,57991
Bangladesh,1998-2006,2,0,2,0,0,0.000,449,18,600,24.94,4.49,,57991
England,2011-2013,2,0,2,0,0,0.000,555,11,600,50.45,5.55,,57991
India,1993-2019,16,10,6,0,0,1.666,4289,110,4540,38.99,5.66,,57991
Ireland,2011-2011,1,0,1,0,0,0.000,231,10,294,23.10,4.71,,57991
Netherlands,2011-2011,1,0,1,0,0,0.000,120,10,209,12.00,3.44,,57991
New Zealand,1997-2016,4,2,2,0,0,1.000,1050,34,1174,30.88,5.36,,57991
Pakistan,1997-2011,7,2,5,0,0,0.400,1549,56,1842,27.66,5.04,,57991
South Africa,1993-2011,3,2,1,0,0,2.000,742,22,900,33.72,4.94,,57991
Sri Lanka,1997-2017,4,2,2,0,0,1.000,1014,30,1114,33.80,5.46,,57991
West Indies,1996-2011,2,1,1,0,0,1.000,477,20,597,23.85,4.79,,57991
Zimbabwe,2002-2002,1,0,1,0,0,0.000,255,10,261,25.50,5.86,,57991
,57991
home,1993-2019,16,10,6,0,0,1.666,4289,110,4540,38.99,5.66,,57991
away,1993-2019,16,6,10,0,0,0.600,4029,122,4572,33.02,5.28,,57991
neutral,1996-2011,9,9,9,0,0,1.000,4309,152,5068,28.34,5.10,,57991
,57991
1990s,1993-1999,7,7,7,0,0,1.000,3254,108,4074,30.12,4.79,,57991
2000s,2002-2009,9,9,9,0,0,1.000,4251,146,4851,29.11,5.25,,57991
2010s,2011-2019,9,9,9,0,0,1.000,5122,130,5255,39.40,5.84,,57991
,57991
won the toss,1993-2019,25,10,15,0,0,0.666,6166,191,7098,32.28,5.21,,57991
lost the toss,1993-2019,25,15,10,0,0,1.500,6461,193,7082,33.47,5.47,,57991
,57991
won toss & batted,1996-2019,10,5,5,0,0,1.000,2760,75,2999,36.80,5.52,,57991
won toss & fielded,1993-2017,15,5,10,0,0,0.500,3406,116,4099,29.36,4.98,,57991
lost toss & sent in,1993-2017,15,10,5,0,0,2.000,4030,121,4404,33.30,5.49,,57991
lost toss & fielded,1996-2019,10,5,5,0,0,1.000,2431,72,2678,33.76,5.44,,57991
,57991
matches batting first,1993-2019,25,15,10,0,0,1.500,6790,196,7403,34.64,5.50,,57991
matches fielding first,1993-2019,25,10,15,0,0,0.666,5837,188,6777,31.04,5.16,,57991
,57991
1st match innings,1993-2019,25,15,10,0,0,1.500,6790,196,7403,34.64,5.50,,57991
2nd match innings,1993-2019,25,10,15,0,0,0.666,5837,188,6777,31.04,5.16,,57991
,57991
day match,1993-2011,3,3,3,0,0,1.000,1376,54,1699,25.48,4.85,,57991
day/night match,1996-2019,22,22,22,0,0,1.000,11251,330,12481,34.09,5.40,,57991
,57991
won match,1993-2019,25,25,0,0,0,-,6806,156,7166,43.62,5.69,,57991
lost match,1993-2019,25,0,25,0,0,0.000,5821,228,7014,25.53,4.97,,57991
,57991
